xid,name,rate,osm,wikidata,kinds,point.lon,point.lat
N542645471,Arbres Remarquables de France,7,node/542645471,Q21427412,"other,unclassified_objects,interesting_places,historic_object",-0.5979920029640198,48.76291275024414
W362520042,Manoir de Pommereux,7,way/362520042,Q18736753,"architecture,historic_architecture,fortifications,historic,interesting_places,manor_houses,castles",-0.1193537712097168,48.75080108642578
N4916779918,Statue de la Vierge,7,node/4916779918,Q22249325,"historic,monuments_and_memorials,cultural,urban_environment,interesting_places,sculptures,monuments",-0.021805142983794212,48.743804931640625
N4875713306,Menhir de Pierrelaye,7,node/4875713306,Q3305888,"megaliths,historic,monuments_and_memorials,archaeology,interesting_places,menhirs,monuments",-0.6574470400810242,49.10325622558594
N4875713307,Menhir dit La Pierre Tournante,7,node/4875713307,Q15952999,"megaliths,historic,monuments_and_memorials,archaeology,interesting_places,menhirs,monuments",-0.3634769022464752,49.056739807128906
N1564050801,Tumulus dit Butte de la Hogue,7,node/1564050801,Q1798858,"tumuluses,historic,archaeology,burial_places,interesting_places,other_archaeological_sites",-0.36235642433166504,49.095699310302734
W793006117,Tour de Saint-Pierre,7,way/793006117,Q2080602,"religion,architecture,towers,fortifications,churches,historic,interesting_places,other_towers,fortified_towers,other_churches",-0.3612194061279297,49.185462951660156
N3497069007,La Porte Saint-Pierre,7,node/3497069007,Q2080602,"religion,churches,interesting_places,other_churches",-0.3616960048675537,49.1851806640625
N597710425,Equestrian statue of William the Conqueror,7,node/597710425,Q17347232,"historic,monuments_and_memorials,cultural,urban_environment,interesting_places,sculptures,monuments",-0.2018311619758606,48.89404296875
W229570986,Château de la Tour de Saint-Pierre-Canivet,7,way/229570986,Q22964202,"fortifications,historic,interesting_places,castles",-0.24308869242668152,48.91923522949219
W187243810,Église Nativité-Notre-Dame de Beaumais,7,way/187243810,Q22963731,"religion,churches,interesting_places,catholic_churches",-0.07639925926923752,48.89527893066406
N1912464484,Manoir d'Émiéville,7,node/1912464484,Q22963872,"architecture,historic_architecture,interesting_places,manor_houses,farms",-0.2190164029598236,49.162899017333984
W331775233,Eglise Saint-Georges,7,way/331775233,Q38589060,"religion,churches,interesting_places,catholic_churches",-0.054365579038858414,49.16607666015625
N1941881796,Château d'Olonde,7,node/1941881796,Q22979504,"fortifications,historic,interesting_places,castles",-1.6503921747207642,49.34400939941406
N2604507362,Manoir de Camprond,7,node/2604507362,Q22979567,"architecture,historic_architecture,fortifications,historic,interesting_places,manor_houses,castles,farms",-1.414311408996582,49.25276184082031
N4725763839,Manoir d'Urville,7,node/4725763839,Q22979501,"architecture,historic_architecture,fortifications,historic,interesting_places,manor_houses,castles,farms",-1.4401170015335083,49.45267868041992
N6578513281,Alauna,7,node/6578513281,Q2830711,"architecture,historic_architecture,historic,archaeology,interesting_places,destroyed_objects,other_archaeological_sites",-1.455209732055664,49.507137298583984
W261481348,Launch site for V-1 flying bombs at Brécourt,7,way/261481348,Q4981823,"architecture,historic_architecture,fortifications,historic,interesting_places,destroyed_objects,bunkers",-1.669774055480957,49.65169906616211
W139685428,Domaine de Beaurepaire,7,way/139685428,Q20640018,"fortifications,historic,interesting_places,castles",-1.658490538597107,49.5894775390625
W48821434,Abbaye Notre-Dame-du-Voeu,7,way/48821434,Q2820340,"religion,architecture,historic_architecture,monasteries,cultural,museums,interesting_places,destroyed_objects,other_museums",-1.6412606239318848,49.647254943847656
W408290700,St Georges Centre,7,way/408290700,Q15979344,"architecture,historic_architecture,interesting_places,other_buildings_and_structures",-2.4407870769500732,50.546993255615234
W147476428,Cove House Inn,7,way/147476428,Q15979553,"architecture,historic_architecture,interesting_places,pubs,foods,tourist_facilities,other_buildings_and_structures",-2.4485971927642822,50.56059265136719
W198307117,Manoir de Méterville,7,way/198307117,Q97170816,"architecture,historic_architecture,fortifications,historic,interesting_places,manor_houses,castles",-1.3893321752548218,49.25377655029297
N1950577373,Château de Franquetot,7,node/1950577373,Q22963210,"fortifications,historic,interesting_places,castles",-1.393200159072876,49.3316764831543
N4745486277,Château du Bel Esnault,7,node/4745486277,Q22979574,"fortifications,historic,interesting_places,castles",-1.2555087804794312,49.33338928222656
N2365789370,Manoir de Cantepie,7,node/2365789370,Q20971115,"architecture,historic_architecture,fortifications,historic,interesting_places,manor_houses,castles",-1.1619975566864014,49.30705642700195
N2294608904,"Château de Grandval, Manche",7,node/2294608904,Q22968768,"fortifications,historic,interesting_places,castles",-1.3304224014282227,49.43016815185547
N2273752702,Château de Tourville,7,node/2273752702,Q22979554,"fortifications,historic,interesting_places,castles",-1.328964114189148,49.518856048583984
N4875713297,Ferme du Clos Montfort,7,node/4875713297,Q22995851,"architecture,historic_architecture,interesting_places,farms",-0.9975806474685669,49.305152893066406
N4875713292,Ferme de la Marguerie,7,node/4875713292,Q22963878,"architecture,historic_architecture,interesting_places,farms",-0.79612797498703,49.32038879394531
N1915094154,La Maison d'Anneville,7,node/1915094154,Q22963166,"fortifications,historic,interesting_places,castles",-1.289104700088501,49.633522033691406
N6543159957,Croix ancienne du cimetière de Barfleur,7,node/6543159957,Q22963172,"religion,other_temples,interesting_places",-1.2598271369934082,49.67299270629883
W209884185,Église Saint-Pierre du Manoir,7,way/209884185,Q22964045,"religion,churches,interesting_places,catholic_churches",-0.5942478775978088,49.283531188964844
W264114303,Château de Lasson,7,way/264114303,Q15943746,"fortifications,historic,interesting_places,castles",-0.46136897802352905,49.23434829711914
N1567597873,Menhir des Demoiselles,7,node/1567597873,Q3305937,"megaliths,historic,monuments_and_memorials,archaeology,interesting_places,menhirs,monuments",-0.5070064663887024,49.2967414855957
W109717255,Château de la Londe,7,way/109717255,Q22963747,"fortifications,historic,interesting_places,castles",-0.3658216595649719,49.230655670166016
N4859842930,Couvent Notre-Dame-de-Fidélité de Douvres-la-Délivrande,7,node/4859842930,Q20479001,"religion,monasteries,interesting_places",-0.36960047483444214,49.296478271484375
N4859354338,Manoir de Prébois,7,node/4859354338,Q22963934,"architecture,historic_architecture,fortifications,historic,interesting_places,manor_houses,castles,farms",-0.31045493483543396,49.28650665283203
N4859842925,Croix Rollon,7,node/4859842925,Q22963936,"religion,other_temples,interesting_places",-0.0033098035492002964,49.27873611450195
W71331335,St Andrew,7,way/71331335,Q7586826,"religion,churches,interesting_places,other_churches",-1.3185855150222778,50.5958137512207
W220182570,St Mary and St Rhadegund,7,way/220182570,Q5117297,"religion,churches,interesting_places,other_churches",-1.264154076576233,50.59737014770508
W804661378,St James,7,way/804661378,Q21131848,"religion,churches,interesting_places,other_churches",-4.554780006408691,50.73415756225586
W34178421,St Helen's Church,7,way/34178421,Q7593325,"religion,churches,interesting_places,other_churches",-4.664762020111084,51.16441345214844
W231011842,Prestonbury Castle (fort),7,way/231011842,Q7242038,"fortifications,historic,monuments_and_memorials,archaeology,interesting_places,other_archaeological_sites,hillforts,monuments",-3.7759411334991455,50.69606018066406
W470750797,Danes Castle,7,way/470750797,Q17668636,"fortifications,historic,archaeology,interesting_places,castles,other_archaeological_sites",-3.5318655967712402,50.729217529296875
W523290401,War memorial,7,way/523290401,Q17547933,"historic,monuments_and_memorials,burial_places,interesting_places,war_memorials,monuments",-3.5315260887145996,50.72265625
W175330338,St Margaret's Church,7,way/175330338,Q17527466,"religion,churches,interesting_places,other_churches",-4.214076995849609,51.04023361206055
N1770256921,"Lee Abbey Christian Conference, Retreat and Holiday Centre",7,node/1770256921,Q6512924,"religion,other_temples,historical_places,historic,interesting_places,historic_districts",-3.865645170211792,51.22775650024414
N1714498341,Sidbury Castle,7,node/1714498341,Q7508010,"fortifications,historic,monuments_and_memorials,archaeology,interesting_places,other_archaeological_sites,hillforts,monuments",-3.235734701156616,50.71516799926758
N501901184,Cranmore Castle,7,node/501901184,Q5182226,"fortifications,historic,monuments_and_memorials,archaeology,interesting_places,other_archaeological_sites,hillforts,monuments",-3.4821882247924805,50.89616394042969
N523943176,Castle Close,7,node/523943176,Q5050024,"fortifications,historic,monuments_and_memorials,archaeology,interesting_places,other_archaeological_sites,hillforts,monuments",-3.5144009590148926,50.952632904052734
W532551009,Wolford Chapel,7,way/532551009,Q8030176,"religion,churches,interesting_places,other_churches",-3.22680926322937,50.84020233154297
W42137047,Coldharbour Mill,7,way/42137047,Q17510407,"industrial_facilities,mills,cultural,museums,interesting_places,history_museums,local_museums",-3.335369348526001,50.90141677856445
W43127886,Hawkesdown Hill Camp,7,way/43127886,Q5685046,"fortifications,historic,monuments_and_memorials,archaeology,interesting_places,other_archaeological_sites,hillforts,monuments",-3.0455679893493652,50.71767807006836
N313297168,Membury Castle,7,node/313297168,Q6815156,"architecture,historic_architecture,fortifications,historic,monuments_and_memorials,archaeology,interesting_places,destroyed_objects,other_archaeological_sites,hillforts,monuments",-3.0197081565856934,50.820838928222656
N3251049083,Bampton Castle,7,node/3251049083,Q4853530,"fortifications,historic,interesting_places,castles",-3.4854345321655273,50.99275207519531
W815463714,St Mary Magdalene,7,way/815463714,Q17556027,"religion,churches,interesting_places,other_churches",-3.3535385131835938,51.069915771484375
W214446302,St Thomas of Canterbury,7,way/214446302,Q5117733,"religion,churches,interesting_places,other_churches",-3.169994831085205,51.08009338378906
W180007809,Cleeve Abbey,7,way/180007809,Q775473,"religion,architecture,historic_architecture,monasteries,interesting_places,destroyed_objects",-3.3636481761932373,51.15763854980469
W131947449,All Saints,7,way/131947449,Q5116812,"religion,churches,interesting_places,other_churches",-3.1180174350738525,50.9937858581543
W122226799,St John the Evangelist Church,7,way/122226799,Q17530170,"religion,churches,interesting_places,other_churches",-3.108553409576416,51.01358413696289
W119614534,Taunton School,7,way/119614534,Q7688807,"architecture,historic_architecture,interesting_places,other_buildings_and_structures",-3.1156792640686035,51.02653121948242
W195664780,All Saints Church,7,way/195664780,Q151571,"religion,churches,interesting_places,other_churches",-3.1087944507598877,51.08222961425781
N4703530566,Dragons teeth,7,node/4703530566,Q1320595,"fortifications,historic,interesting_places,other_fortifications",-2.9729721546173096,51.0988655090332
W134774102,Blessed Virgin Mary,7,way/134774102,Q5117501,"religion,churches,interesting_places,other_churches",-3.0135393142700195,51.26693344116211
N8860561418,Ashton Windmill,7,node/8860561418,Q4806085,"industrial_facilities,mills,interesting_places",-2.8401191234588623,51.24882888793945
N7768205785,Wedmore Windmill,7,node/7768205785,Q4806085,"industrial_facilities,mills,interesting_places",-2.8397536277770996,51.24894332885742
N2963327870,Abbotsbury Castle (Fort),7,node/2963327870,Q3662453,"fortifications,historic,monuments_and_memorials,archaeology,interesting_places,other_archaeological_sites,hillforts,monuments",-2.628359794616699,50.676265716552734
W779235102,Church of St Peter & St Paul,7,way/779235102,Q17554763,"religion,churches,interesting_places,other_churches",-2.759143590927124,50.930816650390625
W512635043,St Michael and All Angels' Church,7,way/512635043,Q17554772,"religion,churches,interesting_places,other_churches",-2.657332181930542,50.90731430053711
N367048284,Max Gate,7,node/367048284,Q6794787,"biographical_museums,historic_house_museums,cultural,museums,interesting_places,history_museums",-2.420012950897217,50.70808410644531
N598207016,Lulworth Castle (English Heritage),7,node/598207016,Q1436731,"biographical_museums,architecture,historic,accomodations,fortifications,museums,castles,alpine_hut,historic_house_museums,historic_architecture,cultural,interesting_places,history_museums,other_buildings_and_structures",-2.206468105316162,50.63843536376953
W813386349,St Mary the Virgin,7,way/813386349,Q17553786,"religion,churches,interesting_places,other_churches",-2.674457311630249,51.05242156982422
W334706656,Church of All Saints,7,way/334706656,Q5116783,"religion,churches,interesting_places,other_churches",-2.577305555343628,51.13497543334961
W813258292,Holy Trinity,7,way/813258292,Q5117940,"religion,churches,interesting_places,other_churches",-2.4843292236328125,51.1070556640625
W291787558,Pilton Tithe Barn,7,way/291787558,Q7809947,"religion,other_temples,interesting_places",-2.5890843868255615,51.16340637207031
N409548418,Maesbury Castle,7,node/409548418,Q6729291,"fortifications,historic,monuments_and_memorials,archaeology,interesting_places,other_archaeological_sites,hillforts,monuments",-2.5595221519470215,51.222530364990234
N1511395335,Cranmore Tower,7,node/1511395335,Q5182227,"architecture,towers,interesting_places,observation_towers",-2.464250087738037,51.20349884033203
W863497576,Saint John the Baptist,7,way/863497576,Q17552779,"religion,churches,interesting_places,other_churches",-2.5074691772460938,51.269718170166016
W246736739,Shaftesbury Abbey,7,way/246736739,Q1128802,"religion,architecture,historic_architecture,monasteries,interesting_places,destroyed_objects",-2.1983578205108643,51.0052604675293
W237965211,St Mary's,7,way/237965211,Q17529455,"religion,churches,interesting_places,other_churches",-2.172330141067505,51.0739860534668
W420029753,St Mary Magdalene,7,way/420029753,Q5117552,"religion,churches,interesting_places,other_churches",-2.364696502685547,51.242530822753906
W481777876,The Church of St. Mary,7,way/481777876,Q5117515,"religion,churches,interesting_places,other_churches",-2.3707656860351562,51.27158737182617
N6634567434,Bournemouth,7,node/6634567434,Q4950306,"railway_stations,industrial_facilities,interesting_places",-1.8641942739486694,50.727210998535156
W194067383,The Needles Lighthouse,7,way/194067383,Q5856530,"lighthouses,architecture,towers,interesting_places,other_towers",-1.5917472839355469,50.6622314453125
R2588390,Wilton House,7,relation/2588390,Q1429120,"architecture,historic_architecture,interesting_places,manor_houses",-1.8596268892288208,51.07803726196289
N364537787,The Cloisters,7,node/364537787,Q17546364,"guest_houses,architecture,historic_architecture,accomodations,interesting_places,pubs,foods,tourist_facilities,other_buildings_and_structures",-1.7935571670532227,51.0671272277832
W152664904,Vespasian's Camp,7,way/152664904,Q7923272,"fortifications,historic,monuments_and_memorials,archaeology,interesting_places,other_archaeological_sites,hillforts,monuments",-1.7924652099609375,51.175228118896484
W32452520,St. James the Great,7,way/32452520,Q15210277,"religion,churches,interesting_places,other_churches",-2.3653476238250732,51.349586486816406
W584167630,the swan hotel - bradford-on-avon,7,way/584167630,Q17543681,"architecture,historic_architecture,accomodations,interesting_places,other_hotels,pubs,foods,tourist_facilities,other_buildings_and_structures",-2.2510464191436768,51.347557067871094
W151227575,Wolverton Manor,7,way/151227575,Q8030561,"architecture,historic_architecture,interesting_places,manor_houses",-1.360940933227539,50.639896392822266
N1636360947,Swainston Manor,7,node/1636360947,Q7653046,"architecture,historic_architecture,accomodations,interesting_places,manor_houses,other_hotels",-1.3767727613449097,50.6883544921875
W444754634,Great East Standen Manor,7,way/444754634,Q5599089,"architecture,historic_architecture,interesting_places,manor_houses,farms",-1.2586734294891357,50.68111801147461
W166079215,St Peters,7,way/166079215,Q7591327,"religion,churches,interesting_places,other_churches",-1.2063428163528442,50.70964813232422
R1705919,Bembridge Fort,7,relation/1705919,Q4885077,"fortifications,historic,interesting_places,other_fortifications",-1.1174116134643555,50.671051025390625
W428700966,Holy Cross Church,7,way/428700966,Q5885108,"religion,churches,interesting_places,other_churches",-1.1853077411651611,50.731910705566406
N2291125601,Gosport Railway Station,7,node/2291125601,Q5587450,"railway_stations,industrial_facilities,abandoned_railway_stations,interesting_places",-1.1292686462402344,50.79783248901367
W26920905,Netley Abbey,7,way/26920905,Q846514,"religion,architecture,historic_architecture,monasteries,interesting_places,destroyed_objects",-1.357016682624817,50.87849426269531
N3594295499,God's house tower,7,node/3594295499,Q12058728,"architecture,towers,fortifications,defensive_walls,historic,interesting_places,other_towers",-1.4028841257095337,50.896270751953125
N585219451,Bargate Street,7,node/585219451,Q4860547,"fortifications,defensive_walls,historic,interesting_places",-1.4053261280059814,50.90262222290039
W481236778,St Anne's Church,7,way/481236778,Q7592457,"religion,churches,interesting_places,other_churches",-1.1049662828445435,50.80123519897461
W778508091,St James Church and community hall.,7,way/778508091,Q7593425,"religion,churches,interesting_places,other_churches",-0.8325444459915161,50.796600341796875
R5527857,Goodwood,7,relation/5527857,Q1537630,"biographical_museums,historic_house_museums,cultural,museums,interesting_places,history_museums",-0.7583854794502258,50.85954284667969
W671921573,"St John the Baptist, Westbourne",7,way/671921573,Q7593741,"religion,churches,interesting_places,other_churches",-0.9278116822242737,50.86038589477539
N601733541,Harrow Inn,7,node/601733541,Q18160160,"guest_houses,architecture,historic_architecture,accomodations,interesting_places,pubs,foods,tourist_facilities,other_buildings_and_structures",-0.9302789568901062,51.02050018310547
W360735097,All Saints Church,7,way/360735097,Q4729305,"religion,churches,interesting_places,other_churches",-0.9803026914596558,51.145484924316406
N264944575,Coates,7,node/264944575,Q5138610,"historical_places,historic,interesting_places,historic_settlements",-0.5802029371261597,50.952301025390625
N331244779,High Salvington Windmill,7,node/331244779,Q15979008,"industrial_facilities,mills,historic,monuments_and_memorials,interesting_places,monuments",-0.4065459966659546,50.84862518310547
W44109437,Wiston House,7,way/44109437,Q17379903,"architecture,historic_architecture,interesting_places,manor_houses",-0.358979195356369,50.899742126464844
W936107772,The Fountain,7,way/936107772,Q8565023,"guest_houses,architecture,historic_architecture,accomodations,interesting_places,pubs,foods,tourist_facilities,other_buildings_and_structures",-0.32205626368522644,50.9326171875
W96651243,West Pier,7,way/96651243,Q3081510,"architecture,historic_architecture,interesting_places,destroyed_objects",-0.15200749039649963,50.81899642944336
W359757474,St Pancras,7,way/359757474,Q15979466,"religion,churches,interesting_places,other_churches",-0.024442624300718307,50.85630416870117
N6745947210,Plumpton,7,node/6745947210,Q7205476,"railway_stations,industrial_facilities,interesting_places",-0.05980994924902916,50.928462982177734
W676324975,King Edward's School,7,way/676324975,Q6411462,"architecture,historic_architecture,interesting_places,other_buildings_and_structures",-0.6486636996269226,51.138431549072266
R10549952,St Augustine's Abbey Benedictine Monastery,7,relation/10549952,Q15979518,"religion,monasteries,interesting_places",-0.5256074070930481,51.20884704589844
W328625081,Our Lady of Consolation,7,way/328625081,Q38251053,"religion,churches,interesting_places,other_churches",-0.32459983229637146,50.977745056152344
N6033800915,Brantridge Park,7,node/6033800915,Q2547961,"fortifications,historical_places,historic,interesting_places,castles,historic_settlements",-0.16362954676151276,51.057281494140625
N4871665581,Box Hill & Westhumble,7,node/4871665581,Q4951526,"railway_stations,industrial_facilities,interesting_places",-0.328677773475647,51.25398635864258
R8287254,Jardí Botànic Tropical Pinya de Rosa,7,relation/8287254,Q5926442,"urban_environment,gardens_and_parks,cultural,natural,interesting_places,nature_reserves,nature_reserves_others",2.8102622032165527,41.68511962890625
N2408980214,Sant Antoni Abad,7,node/2408980214,Q21530469,"religion,churches,interesting_places,other_churches",0.353109747171402,41.18069839477539
W252396553,el Bovalar,7,way/252396553,Q8772854,"historic,monuments_and_memorials,archaeology,interesting_places,other_archaeological_sites,monuments",0.42699798941612244,41.45503234863281
W194091839,Sant Pere,7,way/194091839,Q11947299,"religion,churches,interesting_places,other_churches",0.6174710988998413,41.48110580444336
N1630327801,Coves del Cogul,7,node/1630327801,Q3390174,"settlements,historic,archaeology,geological_formations,natural,interesting_places,caves",0.696934163570404,41.46474075317383
W529681110,Fortí de Sant Jordi,7,way/529681110,Q11922642,"fortifications,historic,interesting_places,castles",1.265560269355774,41.115230560302734
N4135344395,Ermita de Sant Gregori,7,node/4135344395,Q18006833,"religion,other_temples,interesting_places",0.8353469371795654,41.13951110839844
W267264027,La Foia,7,way/267264027,Q11935329,"religion,churches,urban_environment,gardens_and_parks,cultural,interesting_places,other_churches",0.7540108561515808,41.25804138183594
W287236489,Mare de Déu de la Foia,7,way/287236489,Q11935329,"religion,churches,interesting_places,other_churches",0.7545897960662842,41.257781982421875
N4581633742,Mas de la Calderera,7,node/4581633742,Q18004421,"architecture,historic_architecture,interesting_places,other_buildings_and_structures",1.0504233837127686,41.15439224243164
W195020193,Sant Miquel d'Alforja,7,way/195020193,Q11947245,"religion,churches,interesting_places,other_churches",0.974650502204895,41.20998764038086
W319615642,Ermita de Sant Blai,7,way/319615642,Q11919581,"religion,other_temples,interesting_places",1.042881965637207,41.2050666809082
W932201014,Forn de rajola del Xacó,7,way/932201014,Q19256677,"architecture,historic_architecture,interesting_places,destroyed_objects",1.0236815214157104,41.235416412353516
W694331847,Santa Maria de Capafonts,7,way/694331847,Q18007572,"religion,churches,interesting_places,other_churches",1.027411699295044,41.29511642456055
W375770023,Castell de Riudabella,7,way/375770023,Q17182015,"fortifications,historic,interesting_places,castles",1.0427305698394775,41.37248992919922
W160501007,Castell de l'Albi,7,way/160501007,Q17595772,"fortifications,historic,interesting_places,castles",0.9355505108833313,41.42375564575195
W160489563,Santa Maria,7,way/160489563,Q20901481,"religion,churches,interesting_places,other_churches",0.9366863369941711,41.422035217285156
W242251135,Universitat Rovira i Virgili - Finca Mas dels Frares,7,way/242251135,Q65205150,"architecture,historic_architecture,interesting_places,other_buildings_and_structures",1.1977941989898682,41.14651870727539
N2880570343,Castell de Vespella,7,node/2880570343,Q11913121,"fortifications,historic,interesting_places,castles",1.3602015972137451,41.203857421875
N2089869683,Mare de Déu del Lledó de Valls,7,node/2089869683,Q15407990,"religion,churches,interesting_places,other_churches",1.2519961595535278,41.289085388183594
W135202163,Cementiri de Valls,7,way/135202163,Q17597203,"cemeteries,historic,burial_places,interesting_places",1.2556219100952148,41.29298782348633
N3861508681,Celler de la Cooperativa Agrícola d'Alió,7,node/3861508681,Q17597130,"factories,industrial_facilities,interesting_places",1.3082610368728638,41.29650115966797
W219425483,Sant Bartomeu,7,way/219425483,Q18006661,"religion,churches,interesting_places,other_churches",1.3659261465072632,41.26555633544922
W210938140,Cementiri,7,way/210938140,Q19336065,"cemeteries,historic,burial_places,interesting_places",1.1651502847671509,41.38432312011719
W274845726,Palau del Castlà,7,way/274845726,Q11939869,"palaces,architecture,historic_architecture,fortifications,defensive_walls,historic,interesting_places",1.1639150381088257,41.37526321411133
N2077632382,Santa Maria,7,node/2077632382,Q18007638,"religion,churches,interesting_places,other_churches",1.087585210800171,41.469966888427734
W523306810,Torre de la Mixarda,7,way/523306810,Q11952307,"towers,architecture,fortifications,historic,interesting_places,castles,watchtowers",1.2545862197875977,41.340972900390625
N3979502003,Sant Bartomeu (ruins),7,node/3979502003,Q20901385,"religion,churches,interesting_places,other_churches",1.405295729637146,41.4428596496582
N5937069233,Església de Santa Perpètua de Gaià,7,node/5937069233,Q20901503,"religion,architecture,historic_architecture,churches,interesting_places,destroyed_objects,other_churches",1.392488718032837,41.462833404541016
R1529713,Santuari de Santa Teresina,7,relation/1529713,Q107492645,"religion,churches,interesting_places,catholic_churches",0.6159664392471313,41.61638641357422
W711068041,Castell de Gardeny,7,way/711068041,Q3001622,"fortifications,historic,interesting_places,castles",0.6146364212036133,41.608646392822266
W899526198,Castell d'Aitona,7,way/899526198,Q17595794,"architecture,historic_architecture,fortifications,historic,interesting_places,destroyed_objects,castles",0.4596797525882721,41.49643325805664
N3927670013,Font del Governador,7,node/3927670013,Q96210815,"fountains,historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",0.6288293600082397,41.617286682128906
W119575042,Sant Francesc Xavier,7,way/119575042,Q28711985,"religion,churches,interesting_places,catholic_churches",0.41715213656425476,41.70044708251953
N3098662440,Sant Nicolau,7,node/3098662440,Q11947284,"religion,churches,interesting_places,catholic_churches",0.5719974637031555,41.84086990356445
W305288254,Sant Julià de Boix,7,way/305288254,Q21790015,"religion,churches,interesting_places,catholic_churches",0.6074206829071045,41.89379119873047
N3087408461,Sant Antoni de Pàdua d'Alberola,7,node/3087408461,Q21077404,"religion,churches,interesting_places,catholic_churches",0.6787778735160828,41.93514633178711
N2077688926,Sant Jaume,7,node/2077688926,Q28057482,"religion,churches,interesting_places,other_churches",1.017472505569458,41.5614128112793
W378928507,Miralcamp Cooperativa del Camp SCCL,7,way/378928507,Q65205610,"factories,industrial_facilities,interesting_places",0.8808695673942566,41.60682678222656
N3089681900,Creu de terme del Firal,7,node/3089681900,Q18003958,"religion,other_temples,interesting_places",0.8041513562202454,41.79252624511719
N2119505578,Mare de Déu d'Horta d'Ivars d'Urgell,7,node/2119505578,Q17619046,"religion,churches,interesting_places,other_churches",0.9916335940361023,41.68033981323242
N2119505577,Mare de Déu d'Horta d'Ivars d'Urgell,7,node/2119505577,Q17619046,"religion,churches,interesting_places,other_churches",0.9918370842933655,41.68129348754883
W782262529,Santa Maria de Barbens,7,way/782262529,Q18007563,"religion,churches,interesting_places,catholic_churches",1.0186192989349365,41.678863525390625
N2137755757,Santa Cecília del Tarròs,7,node/2137755757,Q28841904,"religion,churches,interesting_places,other_churches",1.0336326360702515,41.70792007446289
N803441097,hotel balneari oca rocallaura,7,node/803441097,Q65204904,"architecture,historic_architecture,accomodations,interesting_places,other_hotels,other_buildings_and_structures",1.136995553970337,41.50825119018555
N2191179638,Santa Maria de Vallsanta,7,node/2191179638,Q6021546,"religion,architecture,historic_architecture,monasteries,interesting_places,destroyed_objects",1.1620543003082275,41.56690979003906
N1766633220,Castell de Passanant,7,node/1766633220,Q11913074,"fortifications,historic,interesting_places,castles",1.1959010362625122,41.532142639160156
W95130026,Sadiki College,7,way/95130026,Q2983656,"architecture,historic_architecture,interesting_places,other_buildings_and_structures",10.16629695892334,36.7984733581543
W95132593,Saheb Ettabaâ Mosque,7,way/95132593,Q3324882,"religion,mosques,interesting_places",10.166624069213867,36.807640075683594
N1446075796,Port militaire de Carthage,7,node/1446075796,Q2743152,"historic,archaeology,interesting_places,other_archaeological_sites",10.324803352355957,36.84564971923828
N4004389812,Gothic entrance to the Palazzo Civico,7,node/4004389812,Q56707009,"palaces,architecture,historic_architecture,interesting_places",8.313846588134766,40.559356689453125
W72444133,Area archeologica di Tharros,7,way/72444133,Q736689,"settlements,historic,archaeology,interesting_places",8.441123962402344,39.874664306640625
W146037094,Chiesa Santa Cristina,7,way/146037094,Q2222846,"historic,churches,urban_environment,archaeology,natural_springs,natural,other_archaeological_sites,springs_others,catholic_churches,fountains,religion,cultural,interesting_places,sculptures",8.730546951293945,40.0606803894043
W863259410,Sa Mandra ’e Sa Giua,7,way/863259410,Q2208873,"megaliths,towers,architecture,historic_architecture,historic,archaeology,interesting_places,destroyed_objects,other_towers",8.600397109985352,40.676963806152344
W319835535,Sa Mandra 'e Sa Giua,7,way/319835535,Q2208873,"megaliths,towers,architecture,historic,archaeology,interesting_places,other_towers",8.989561080932617,40.61102294921875
W444787907,Tiscali,7,way/444787907,Q648870,"settlements,historic,archaeology,interesting_places",9.49159049987793,40.24136734008789
W266589685,Tour de Caldarello,7,way/266589685,Q7826838,"towers,architecture,interesting_places,observation_towers",9.058016777038574,41.464881896972656
W800176156,Tour de Capu Neru / a torra di Capuneru,7,way/800176156,Q10973697,"towers,architecture,fortifications,historic,interesting_places,other_fortifications,other_towers",8.709367752075195,41.725364685058594
W193803350,Torra di Campomoru,7,way/193803350,Q3379510,"towers,architecture,fortifications,historic,museums,castles,other_museums,other_towers,fortified_towers,cultural,interesting_places",8.807395935058594,41.63885498046875
W193803349,Tour de Campomoro,7,way/193803349,Q3379510,"towers,architecture,fortifications,historic,interesting_places,observation_towers,fortified_towers",8.807252883911133,41.63884735107422
W319262833,Église Saint-Jean de Sainte-Lucie-de-Tallano,7,way/319262833,Q2219602,"religion,churches,interesting_places,other_churches",9.053133964538574,41.70470428466797
W239741773,Tour d'Omigna,7,way/239741773,Q3379552,"towers,architecture,historic_architecture,interesting_places,destroyed_objects,other_towers",8.559921264648438,42.146514892578125
N4942869552,Statue of Sampiero Corso,7,node/4942869552,Q17347209,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",9.049799919128418,42.00088882446289
W66470273,Phare de la Chiappa,7,way/66470273,Q3378470,"lighthouses,towers,architecture,interesting_places,other_towers",9.365490913391113,41.59518051147461
N1187703133,Vivier Maritime gallo-romain,7,node/1187703133,Q13518439,"historic,archaeology,water,natural,interesting_places,other_archaeological_sites,other_lakes",6.718908309936523,43.35801696777344
W69770171,Fréjus Cathedral,7,way/69770171,Q1135277,"religion,cathedrals,churches,interesting_places,catholic_churches",6.736640930175781,43.43330383300781
