xid,name,rate,osm,wikidata,kinds,point.lon,point.lat
N2931245709,Baden-Baden,7,node/2931245709,Q442698,"railway_stations,industrial_facilities,interesting_places",8.191062927246094,48.790443420410156
N2998577086,Merkur,7,node/2998577086,Q7075430,"towers,architecture,interesting_places,observation_towers",8.279629707336426,48.76494598388672
W33885754,Château de Wœrth,7,way/33885754,Q2971071,"fortifications,historic,interesting_places,castles",7.747385025024414,48.93886947631836
N5834870098,Ferme-château Le Bel,7,node/5834870098,Q15948794,"architecture,historic_architecture,fortifications,historic,interesting_places,castles,farms",7.830345630645752,48.94443893432617
W222133436,Wegelnburg,7,way/222133436,Q883128,"architecture,historic_architecture,fortifications,historic,interesting_places,destroyed_objects,castles",7.787028789520264,49.06138229370117
N1398914878,Orientierungstafel Wegelnburg,7,node/1398914878,Q883128,"fortifications,historic,interesting_places,castles",7.786986351013184,49.06130599975586
N5416690064,Ruine Wegelnburg,7,node/5416690064,Q883128,"fortifications,historic,interesting_places,castles",7.786386966705322,49.06119155883789
N1264515705,Wegelnburg,7,node/1264515705,Q883128,"fortifications,historic,interesting_places,castles",7.7863945960998535,49.06122970581055
N3768969680,Abzweig Ruine Klein Frankreich,7,node/3768969680,Q1012679,"fortifications,historic,interesting_places,castles",7.861129283905029,49.104732513427734
N5418295974,Waldweg zwischen Burg Berwartstein und Ruine Klein Frankreich,7,node/5418295974,Q1012679,"fortifications,historic,interesting_places,castles",7.864116191864014,49.10642623901367
N3092958985,Hinterweidenthal Ort,7,node/3092958985,Q15496747,"railway_stations,industrial_facilities,interesting_places",7.750663757324219,49.19740295410156
N1136486810,Liebfrauenberg,7,node/1136486810,Q19860720,"architecture,historic_architecture,interesting_places,other_buildings_and_structures",7.989339351654053,49.107398986816406
N332127514,Bad Bergzabern Bahnhof,7,node/332127514,Q15107129,"railway_stations,industrial_facilities,interesting_places",8.003326416015625,49.103023529052734
N82614216,Bad Bergzabern,7,node/82614216,Q15107129,"railway_stations,industrial_facilities,interesting_places",8.003372192382812,49.10323715209961
N7528896990,Martinsturm,7,node/7528896990,Q1905743,"towers,architecture,fortifications,historic,interesting_places,observation_towers,fortified_towers",7.989348411560059,49.152339935302734
N729896062,Slevogthof,7,node/729896062,Q2294119,"architecture,historic_architecture,cultural,museums,interesting_places,manor_houses,other_museums",8.017935752868652,49.186790466308594
N2491623572,Calvaire,7,node/2491623572,Q1939099,"religion,other_temples,interesting_places",8.17809009552002,48.9748420715332
N4286369936,Grabkapelle,7,node/4286369936,Q883348,"religion,churches,interesting_places,other_churches",8.419865608215332,49.01975631713867
N117367378,Wörth (Rhein) station,7,node/117367378,Q15107313,"railway_stations,industrial_facilities,interesting_places",8.273150444030762,49.045692443847656
N2075162134,Château de Wendel,7,node/2075162134,Q22959742,"fortifications,historic,interesting_places,castles",6.070740699768066,49.324951171875
N4496944720,Château de Volkrange,7,node/4496944720,Q22959915,"fortifications,historic,interesting_places,castles",6.088837623596191,49.359710693359375
N897106359,Monument National des Mineurs,7,node/897106359,Q16764208,"historic,monuments_and_memorials,interesting_places,monuments",6.0212016105651855,49.47896957397461
N2414407156,Schlass,7,node/2414407156,Q4807794,"fortifications,historic,interesting_places,castles",6.22313117980957,49.524810791015625
W231597149,Hackenberg - B11,7,way/231597149,Q22959924,"religion,fortifications,historic,churches,interesting_places,bunkers,other_churches",6.368464946746826,49.348323822021484
W231596703,Hackenberg - B24,7,way/231596703,Q22959924,"religion,fortifications,historic,churches,interesting_places,bunkers,other_churches",6.371147155761719,49.349308013916016
W292215826,Chapelle du Hackenberg,7,way/292215826,Q22959924,"religion,churches,interesting_places,other_churches",6.3694353103637695,49.34844207763672
N7750410155,Burg Siersburg,7,node/7750410155,Q2284516,"architecture,historic_architecture,fortifications,historic,interesting_places,destroyed_objects,castles",6.6680192947387695,49.36930465698242
W169352532,Villa Nennig,7,way/169352532,Q76637550,"historic,archaeology,cultural,museums,interesting_places,other_museums,other_archaeological_sites",6.384610176086426,49.528907775878906
W341433533,St. Jakobus,7,way/341433533,Q26836667,"religion,churches,interesting_places,other_churches",6.48376989364624,49.513343811035156
W343192452,St. Johannes der Täufer (Mondorf),7,way/343192452,Q17127479,"religion,churches,interesting_places,other_churches",6.5970139503479,49.4174690246582
W72353118,Burg Freudenburg,7,way/72353118,Q1015293,"architecture,historic_architecture,fortifications,historic,interesting_places,destroyed_objects,castles",6.530195713043213,49.539703369140625
W114931271,St. Johann,7,way/114931271,Q1447815,"religion,churches,interesting_places,catholic_churches",6.727031707763672,49.35053634643555
W111981294,Pfarrkirche St. Antonius von Padua,7,way/111981294,Q22693988,"religion,architecture,historic_architecture,churches,interesting_places,destroyed_objects,other_churches",6.889573574066162,49.24447250366211
N6565381675,Zum Adler,7,node/6565381675,Q15811370,"guest_houses,architecture,historic_architecture,accomodations,interesting_places,foods,biergartens,bars,tourist_facilities,other_buildings_and_structures",6.982797622680664,49.232093811035156
W213125206,Schmales Handtuch,7,way/213125206,Q1266777,"architecture,historic_architecture,interesting_places,other_buildings_and_structures",6.983789920806885,49.236026763916016
W98853797,Otto-Hahn-Gymnasium,7,way/98853797,Q2039037,"architecture,historic_architecture,interesting_places,other_buildings_and_structures",7.001051425933838,49.234825134277344
W92925787,Maltitz Pavillon,7,way/92925787,Q15833465,"architecture,historic_architecture,interesting_places,other_buildings_and_structures",7.004807472229004,49.22315979003906
N5896603831,Saarbrücken Castle,7,node/5896603831,Q512047,"architecture,historic_architecture,interesting_places,other_buildings_and_structures",6.992527008056641,49.230106353759766
W101819965,Historischer Rodenhof,7,way/101819965,Q21037290,"guest_houses,architecture,historic_architecture,accomodations,interesting_places,manor_houses,foods,bars,tourist_facilities",6.9952898025512695,49.252525329589844
W258828333,Ev. Kirche Konz Karthaus,7,way/258828333,Q15742096,"religion,churches,interesting_places,other_churches",6.585787296295166,49.70756912231445
N321349168,Igel Column,7,node/321349168,Q338834,"historic,monuments_and_memorials,interesting_places,monuments",6.549471378326416,49.709144592285156
N2760649866,Igel Column,7,node/2760649866,Q338834,"architecture,historic_architecture,historic,archaeology,interesting_places,other_archaeological_sites,restaurants,foods,tourist_facilities,other_buildings_and_structures",6.54977560043335,49.709068298339844
N799008828,Fraubillenkreuz,7,node/799008828,Q1451520,"megaliths,historic,monuments_and_memorials,archaeology,interesting_places,menhirs,monuments",6.370893478393555,49.87449264526367
W152361606,Studentenwohnheim Martinskloster,7,way/152361606,Q334299,"religion,monasteries,interesting_places",6.633767127990723,49.76252746582031
W106559287,Frankenturm,7,way/106559287,Q1444788,"towers,architecture,interesting_places,other_towers",6.639626502990723,49.75703811645508
N311260100,Laurentiuskapelle,7,node/311260100,Q22667757,"view_points,other,interesting_places",6.889214992523193,49.82237243652344
W836167643,Buerg Stolzebuerg,7,way/836167643,Q7618689,"fortifications,historic,interesting_places,castles",6.166167259216309,49.965789794921875
W90399379,St. Bartholomäus,7,way/90399379,Q42469767,"religion,churches,interesting_places,other_churches",6.325545310974121,50.56369400024414
W103162626,Schloss Hamm,7,way/103162626,Q17326082,"fortifications,historic,interesting_places,castles",6.419375896453857,50.01671600341797
W267027732,Sankt Remigius,7,way/267027732,Q19359406,"towers,religion,architecture,churches,interesting_places,other_towers,other_churches",6.341219902038574,50.15980529785156
N7934391250,Büschkapelle Gerolstein,7,node/7934391250,Q106247753,"religion,churches,interesting_places,other_churches",6.6755805015563965,50.2095832824707
N5543798543,Burg Ulmen,7,node/5543798543,Q2475315,"architecture,historic_architecture,fortifications,historic,interesting_places,destroyed_objects,castles",6.981470108032227,50.20854568481445
W204982757,Burgruine Kronenburg,7,way/204982757,Q1533373,"architecture,historic_architecture,fortifications,historic,interesting_places,destroyed_objects,castles",6.477083206176758,50.36322021484375
N5908142393,Themenweg Wildenburg,7,node/5908142393,Q771201,"fortifications,historic,interesting_places,castles",6.4955620765686035,50.46233367919922
N321542836,Wildenburg,7,node/321542836,Q771201,"fortifications,historic,interesting_places,castles",6.4939351081848145,50.46207809448242
W499941141,St. Barbara,7,way/499941141,Q1543987,"religion,churches,interesting_places,catholic_churches",6.826111316680908,50.46337127685547
W68665711,St. Michael,7,way/68665711,Q1395743,"religion,churches,interesting_places,other_churches",6.824304580688477,50.51264190673828
W686450815,Jüdischer Friedhof Wormersdorf (Rheinbach),7,way/686450815,Q1716614,"cemeteries,historic,burial_places,interesting_places",6.971992492675781,50.589927673339844
N277741767,St. Ingbert,7,node/277741767,Q322404,"railway_stations,industrial_facilities,interesting_places",7.110720157623291,49.274662017822266
N2206002148,Itzenplitz 3,7,node/2206002148,Q1550017,"industrial_facilities,abandoned_mineshafts,mineshafts,interesting_places",7.092234134674072,49.35309982299805
N2206002147,Itzenplitz 2,7,node/2206002147,Q1550017,"industrial_facilities,abandoned_mineshafts,mineshafts,interesting_places",7.092686653137207,49.352909088134766
N2867177271,Kriegerdenkmal,7,node/2867177271,Q1279842,"historic,monuments_and_memorials,burial_places,interesting_places,war_memorials,monuments",7.730382919311523,49.33308410644531
N1168038803,Bismarckturm,7,node/1168038803,Q866549,"view_points,other,towers,architecture,historic,monuments_and_memorials,interesting_places,observation_towers,monuments",7.561634063720703,49.41225051879883
N4068919177,Burgruine Hohenecken,7,node/4068919177,Q1012400,"fortifications,historic,interesting_places,castles",7.7016167640686035,49.414791107177734
N36802367,Neubrücke (Nahe) station,7,node/36802367,Q20754314,"railway_stations,industrial_facilities,interesting_places",7.172882556915283,49.60619354248047
W276457545,Jüdischer Friedhof Birkenfeld (Nahe),7,way/276457545,Q27824525,"cemeteries,historic,burial_places,interesting_places",7.155002593994141,49.63777160644531
N249584716,Nohen,7,node/249584716,Q15110528,"railway_stations,industrial_facilities,religion,churches,interesting_places,other_churches",7.242431163787842,49.639930725097656
N330921187,Bismarckturm Idar-Oberstein,7,node/330921187,Q866536,"view_points,other,towers,architecture,historic,monuments_and_memorials,interesting_places,observation_towers,monuments",7.307889938354492,49.721900939941406
W521338358,Burg Landshut,7,way/521338358,Q1012833,"architecture,historic_architecture,fortifications,historic,interesting_places,castles,restaurants,foods,tourist_facilities,other_buildings_and_structures",7.074495315551758,49.911197662353516
W430611032,Hirsauer Kapelle,7,way/430611032,Q1620320,"religion,churches,interesting_places,other_churches",7.541624069213867,49.61687469482422
N2413630239,Ruine Neuwolfstein,7,node/2413630239,Q1013247,"fortifications,historic,interesting_places,castles",7.604057788848877,49.58579635620117
W226964790,Burg Koppenstein,7,way/226964790,Q1012704,"architecture,historic_architecture,fortifications,historic,interesting_places,destroyed_objects,castles",7.489709377288818,49.8765983581543
W493945324,Burg Sponheim,7,way/493945324,Q1014041,"fortifications,historic,interesting_places,castles",7.714741230010986,49.831424713134766
W103144845,Röhmschule,7,way/103144845,Q2179425,"architecture,historic_architecture,interesting_places,other_buildings_and_structures",7.76388692855835,49.44126510620117
N6505694022,Friedensdenkmal,7,node/6505694022,Q2283117,"view_points,other,interesting_places",8.095219612121582,49.28712844848633
W164143793,St. Joseph Kirche,7,way/164143793,Q882874,"religion,churches,interesting_places,catholic_churches",8.429200172424316,49.3162956237793
W385216281,Weingut von Winning,7,way/385216281,Q2556126,"architecture,historic_architecture,interesting_places,wineries",8.186773300170898,49.411067962646484
W327989523,Jüdischer Friedhof,7,way/327989523,Q1716148,"cemeteries,historic,burial_places,interesting_places",8.182969093322754,49.408748626708984
N5934830685,Von Winning,7,node/5934830685,Q2556126,"architecture,historic_architecture,alcohol,interesting_places,adult,wineries",8.186209678649902,49.410789489746094
N4762390022,Laumersheim,7,node/4762390022,Q27801052,"religion,other_temples,interesting_places",8.23513126373291,49.553401947021484
W655902156,Lukaskirche,7,way/655902156,Q1876995,"religion,churches,interesting_places,other_churches",8.265667915344238,49.482025146484375
N258942384,Lambsheim,7,node/258942384,Q17353766,"railway_stations,industrial_facilities,interesting_places",8.283685684204102,49.51185607910156
W334955006,St. Sebastian,7,way/334955006,Q2323120,"religion,churches,interesting_places,catholic_churches",7.822329521179199,49.63082504272461
W581693074,Jüdischer Friedhof,7,way/581693074,Q20754358,"cemeteries,historic,burial_places,interesting_places",7.991715431213379,49.66526794433594
N252687687,Burg Wachenheim,7,node/252687687,Q1014427,"railway_stations,industrial_facilities,fortifications,historic,interesting_places,castles",8.167377471923828,49.63556671142578
